id_referencia_some,id_element,client,element,property,pieza,datum
BROSE_G44966_101_PECA 2, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N27_PosiciónØ,BROSE, N27,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N36_PosiciónØ,BROSE, N36,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N37_PosiciónØ,BROSE, N37,PosiciónØ,PECESA 1,DATUM D
BROSE_G44966_101_PECESA 1, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N41_PosiciónØ,BROSE, N41,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N42_PosiciónØ,BROSE, N42,PosiciónØ,PECESA 1,DATUM E
BROSE_G44966_101_PECESA 1, N55_PosiciónØ,BROSE, N55,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N29_PosiciónØ,BROSE, N29,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N33_PosiciónØ,BROSE, N33,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_PECESA 1, N49_PosiciónØ,BROSE, N49,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N79_PosiciónØ,BROSE, N79,PosiciónØ,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N5.1_Posición,BROSE, N5.1,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N5.2_Posición,BROSE, N5.2,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N5.3_Posición,BROSE, N5.3,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N5.4_Posición,BROSE, N5.4,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N8.1_Posición,BROSE, N8.1,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N8.2_Posición,BROSE, N8.2,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N8.3_Posición,BROSE, N8.3,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N8.4_Posición,BROSE, N8.4,Posición,PECESA 1,Sistema global de coordenadas
BROSE_G44966_101_PECESA 1, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N27_PosiciónØ,BROSE, N27,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N36_PosiciónØ,BROSE, N36,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA 10,DATUM D
BROSE_G44966_101_PROVA 10, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N42_PosiciónØ,BROSE, N42,PosiciónØ,PROVA 10,DATUM E
BROSE_G44966_101_PROVA 10, N55_PosiciónØ,BROSE, N55,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N29_PosiciónØ,BROSE, N29,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N33_PosiciónØ,BROSE, N33,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_PROVA 10, N49_PosiciónØ,BROSE, N49,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N79_PosiciónØ,BROSE, N79,PosiciónØ,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N5.1_Posición,BROSE, N5.1,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N5.2_Posición,BROSE, N5.2,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N5.3_Posición,BROSE, N5.3,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N5.4_Posición,BROSE, N5.4,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N8.1_Posición,BROSE, N8.1,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N8.2_Posición,BROSE, N8.2,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N8.3_Posición,BROSE, N8.3,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N8.4_Posición,BROSE, N8.4,Posición,PROVA 10,Sistema global de coordenadas
BROSE_G44966_101_PROVA 10, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N27_PosiciónØ,BROSE, N27,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N36_PosiciónØ,BROSE, N36,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA 2 A,DATUM D
BROSE_G44966_101_PROVA 2 A, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N42_PosiciónØ,BROSE, N42,PosiciónØ,PROVA 2 A,DATUM E
BROSE_G44966_101_PROVA 2 A, N55_PosiciónØ,BROSE, N55,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N29_PosiciónØ,BROSE, N29,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 A, N33_PosiciónØ,BROSE, N33,PosiciónØ,PROVA 2 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 T, N5.3_Posición,BROSE, N5.3,Posición,PROVA 2 T,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 T, N5.4_Posición,BROSE, N5.4,Posición,PROVA 2 T,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 T, N8.1_Posición,BROSE, N8.1,Posición,PROVA 2 T,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 T, N8.2_Posición,BROSE, N8.2,Posición,PROVA 2 T,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 T, N8.3_Posición,BROSE, N8.3,Posición,PROVA 2 T,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 T, N8.4_Posición,BROSE, N8.4,Posición,PROVA 2 T,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2 T, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2.2, N27_PosiciónØ,BROSE, N27,PosiciónØ,PROVA 2.2,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2.2, N36_PosiciónØ,BROSE, N36,PosiciónØ,PROVA 2.2,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2.2, N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA 2.2,DATUM D
BROSE_G44966_101_PROVA 2.2, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA 2.2,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2.2, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA 2.2,Sistema global de coordenadas
BROSE_G44966_101_PROVA 2.2, N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA 2.2,Sistema global de coordenadas
BROSE_G44966_101_PROVA 3, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA 4 A, N27_PosiciónØ,BROSE, N27,PosiciónØ,PROVA 4 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 4 A, N36_PosiciónØ,BROSE, N36,PosiciónØ,PROVA 4 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 4 A, N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA 4 A,DATUM D
BROSE_G44966_101_PROVA 4 A, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA 4 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 4 A, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA 4 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 4 A, N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA 4 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 4 A, N42_PosiciónØ,BROSE, N42,PosiciónØ,PROVA 4 A,DATUM E
BROSE_G44966_101_PROVA 4 A, N55_PosiciónØ,BROSE, N55,PosiciónØ,PROVA 4 A,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N36_PosiciónØ,BROSE, N36,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA 5,DATUM D
BROSE_G44966_101_PROVA 5, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N42_PosiciónØ,BROSE, N42,PosiciónØ,PROVA 5,DATUM E
BROSE_G44966_101_PROVA 5, N55_PosiciónØ,BROSE, N55,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N29_PosiciónØ,BROSE, N29,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N33_PosiciónØ,BROSE, N33,PosiciónØ,PROVA 5,Sistema global de coordenadas
JOYSON_3130801_AC_1230746, N28.2 E-F_Perfil de una línea,JOYSON, N28.2 E-F,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N49_PosiciónØ,BROSE, N49,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N79_PosiciónØ,BROSE, N79,PosiciónØ,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N5.1_Posición,BROSE, N5.1,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N5.2_Posición,BROSE, N5.2,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N5.3_Posición,BROSE, N5.3,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N5.4_Posición,BROSE, N5.4,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N8.1_Posición,BROSE, N8.1,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N8.2_Posición,BROSE, N8.2,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N8.3_Posición,BROSE, N8.3,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N8.4_Posición,BROSE, N8.4,Posición,PROVA 5,Sistema global de coordenadas
BROSE_G44966_101_PROVA 5, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N27_PosiciónØ,BROSE, N27,PosiciónØ,PROVA 6,Sistema global de coordenadas
JOYSON_3130801_AC_1230746," N31.1_Perfil de una línea(UZ)[-0,150]",JOYSON, N31.1,"Perfil de una línea(UZ)[-0,150]",nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA 6,DATUM D
BROSE_G44966_101_PROVA 6, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA 6,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA 6,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA 6,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N42_PosiciónØ,BROSE, N42,PosiciónØ,PROVA 6,DATUM E
BROSE_G44966_101_PROVA 6, N55_PosiciónØ,BROSE, N55,PosiciónØ,PROVA 6,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N33_PosiciónØ,BROSE, N33,PosiciónØ,PROVA 6,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_PROVA 6, N49_PosiciónØ,BROSE, N49,PosiciónØ,PROVA 6,Sistema global de coordenadas
BROSE_G44966_101_PROVA 6, N79_PosiciónØ,BROSE, N79,PosiciónØ,PROVA 6,Sistema global de coordenadas
BROSE_G44966_101_PROVA 8, N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N27_PosiciónØ,BROSE, N27,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N36_PosiciónØ,BROSE, N36,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA T ,DATUM D
BROSE_G44966_101_PROVA T , N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N41_PosiciónØ,BROSE, N41,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N42_PosiciónØ,BROSE, N42,PosiciónØ,PROVA T ,DATUM E
BROSE_G44966_101_PROVA T , N55_PosiciónØ,BROSE, N55,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N29_PosiciónØ,BROSE, N29,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N33_PosiciónØ,BROSE, N33,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N34_ConcentricidadØ,BROSE, N34,ConcentricidadØ,nan,DATUM F
BROSE_G44966_101_PROVA T , N49_PosiciónØ,BROSE, N49,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N79_PosiciónØ,BROSE, N79,PosiciónØ,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N5.1_Posición,BROSE, N5.1,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N5.2_Posición,BROSE, N5.2,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N5.3_Posición,BROSE, N5.3,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N5.4_Posición,BROSE, N5.4,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N8.1_Posición,BROSE, N8.1,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N8.2_Posición,BROSE, N8.2,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N8.3_Posición,BROSE, N8.3,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N8.4_Posición,BROSE, N8.4,Posición,PROVA T ,Sistema global de coordenadas
BROSE_G44966_101_PROVA T , N76_Perfil de una línea,BROSE, N76,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_3130801_AC_1230746," N31.2_Perfil de una línea(UZ)[-0,150]",JOYSON, N31.2,"Perfil de una línea(UZ)[-0,150]",nan,Sistema global de coordenadas
JOYSON_3127672_AB_11578, N36.7_Posición,JOYSON, N36.7,Posición,11578.0,Sistema global de coordenadas
JOYSON_3118675_AB_11226869, N36.6_Posición,JOYSON, N36.6,Posición,11226869.0,Sistema global de coordenadas
BROSE_G44966_101_PROVA4, N36_PosiciónØ,BROSE, N36,PosiciónØ,PROVA4,Sistema global de coordenadas
BROSE_G44966_101_PROVA4, N37_PosiciónØ,BROSE, N37,PosiciónØ,PROVA4,DATUM D
BROSE_G44966_101_PROVA4, N38.1_PosiciónØ,BROSE, N38.1,PosiciónØ,PROVA4,Sistema global de coordenadas
BROSE_G44966_101_PROVA4, N38.2_PosiciónØ,BROSE, N38.2,PosiciónØ,PROVA4,Sistema global de coordenadas
BROSE_G44967_101_1224014A, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,1224014A,Sistema global de coordenadas
BROSE_G44967_101_1224014A, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,1224014A,Sistema global de coordenadas
BROSE_G44967_101_1224014A, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,1224014A,Sistema global de coordenadas
BROSE_G44967_101_1224014A, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,1224014A,Sistema global de coordenadas
BROSE_G44967_101_1224014A, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,1224014A,Sistema global de coordenadas
BROSE_G44967_101_1224014A, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,1224014A,Sistema global de coordenadas
BROSE_G44967_101_1224014F, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,1224014F,Sistema global de coordenadas
BROSE_G44967_101_1224014F, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,1224014F,Sistema global de coordenadas
BROSE_G44967_101_1224014F, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,1224014F,Sistema global de coordenadas
BROSE_G44967_101_1224014F, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,1224014F,Sistema global de coordenadas
BROSE_G44967_101_1226865A2, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,1226865A2,Sistema global de coordenadas
BROSE_G44967_101_1226865A2, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,1226865A2,Sistema global de coordenadas
BROSE_G44967_101_1226865A2, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,1226865A2,Sistema global de coordenadas
BROSE_G44967_101_1226865A, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,1226865A,Sistema global de coordenadas
BROSE_G44967_101_1226865A, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,1226865A,Sistema global de coordenadas
BROSE_G44967_101_1226865A, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,1226865A,Sistema global de coordenadas
BROSE_G44967_101_1226865A, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,1226865A,Sistema global de coordenadas
BROSE_G44967_101_1226865A, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,1226865A,Sistema global de coordenadas
BROSE_G44967_101_1226865A, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,1226865A,Sistema global de coordenadas
BROSE_G44967_101_1228306 T, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,1228306 T,Sistema global de coordenadas
BROSE_G44967_101_1228306 T, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,1228306 T,Sistema global de coordenadas
BROSE_G44967_101_1228306 T, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,1228306 T,Sistema global de coordenadas
BROSE_G44967_101_1228306 T, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,1228306 T,Sistema global de coordenadas
JOYSON_3118675_AB_120a, N7.2_∠XY,JOYSON, N7.2,∠XY,nan,nan
BROSE_G44967_101_1228306 T, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,1228306 T,Sistema global de coordenadas
BROSE_G44967_101_1228306A, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,1228306A,Sistema global de coordenadas
BROSE_G44967_101_1228306A, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,1228306A,Sistema global de coordenadas
BROSE_G44967_101_1228306A, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,1228306A,Sistema global de coordenadas
BROSE_G44967_101_1228306A, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,1228306A,Sistema global de coordenadas
BROSE_G44967_101_1228306A, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,1228306A,Sistema global de coordenadas
BROSE_G44967_101_1228306A, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,1228306A,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.1_Posición,JOYSON, N33.1,Posición,1211578.0,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.2_Posición,JOYSON, N33.2,Posición,1211578.0,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.3_Posición,JOYSON, N33.3,Posición,1211578.0,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.4_Posición,JOYSON, N33.4,Posición,1211578.0,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.5_Posición,JOYSON, N33.5,Posición,1211578.0,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.6_Posición,JOYSON, N33.6,Posición,1211578.0,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.7_Posición,JOYSON, N33.7,Posición,1211578.0,Sistema global de coordenadas
JOYSON_3118675_AB_1211578, N33.8_Posición,JOYSON, N33.8,Posición,1211578.0,Sistema global de coordenadas
BROSE_G44967_101_PEÇA2, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,PEÇA2,Sistema global de coordenadas
BROSE_G44967_101_PEÇA2, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,PEÇA2,Sistema global de coordenadas
BROSE_G44967_101_PICADA MAXIMA, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,PICADA MAXIMA,Sistema global de coordenadas
BROSE_G44967_101_PICADA MAXIMA, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,PICADA MAXIMA,Sistema global de coordenadas
BROSE_G44967_101_PICADA MAXIMA, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,PICADA MAXIMA,Sistema global de coordenadas
BROSE_G44967_101_PICADA MAXIMA, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,PICADA MAXIMA,Sistema global de coordenadas
BROSE_G44967_101_PICADA MAXIMA, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,PICADA MAXIMA,Sistema global de coordenadas
BROSE_G44967_101_PICADA MAXIMA, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,PICADA MAXIMA,Sistema global de coordenadas
BROSE_G44967_101_PROVA TTT, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,PROVA TTT,Sistema global de coordenadas
BROSE_G44967_101_PROVA TT, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,PROVA TT,Sistema global de coordenadas
BROSE_G44967_101_PROVA TT, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,PROVA TT,Sistema global de coordenadas
BROSE_G44967_101_PROVA TT, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,PROVA TT,Sistema global de coordenadas
BROSE_G44967_101_PROVA TT, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,PROVA TT,Sistema global de coordenadas
BROSE_G44967_101_PROVA TT, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,PROVA TT,Sistema global de coordenadas
BROSE_G44967_101_PROVA TT, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,PROVA TT,Sistema global de coordenadas
BROSE_G44967_101_PROVA T, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,PROVA T,Sistema global de coordenadas
BROSE_G44967_101_PROVA T, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,PROVA T,Sistema global de coordenadas
JOYSON_3118675_AB_1209394, N33.3_Posición,JOYSON, N33.3,Posición,1209394.0,Sistema global de coordenadas
JOYSON_3118675_AB_1209394, N33.4_Posición,JOYSON, N33.4,Posición,1209394.0,Sistema global de coordenadas
JOYSON_3118675_AB_1209394, N33.5_Posición,JOYSON, N33.5,Posición,1209394.0,Sistema global de coordenadas
JOYSON_3118675_AB_1209394, N33.6_Posición,JOYSON, N33.6,Posición,1209394.0,Sistema global de coordenadas
JOYSON_3118675_AB_1209394, N33.7_Posición,JOYSON, N33.7,Posición,1209394.0,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAAAAAA, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,PROVAAAAAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAAAAAA, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,PROVAAAAAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAAAAAA, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,PROVAAAAAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAAAAAA, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,PROVAAAAAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAAAAAA, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,PROVAAAAAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAAAAAA, N49.2 SC_PosiciónØ,BROSE, N49.2 SC,PosiciónØ,PROVAAAAAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAA, N33.1 SC_PosiciónØ,BROSE, N33.1 SC,PosiciónØ,PROVAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAA, N33.2 SC_PosiciónØ,BROSE, N33.2 SC,PosiciónØ,PROVAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAA, N43.1 SC_Posición,BROSE, N43.1 SC,Posición,PROVAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAA, N43.2 SC_Posición,BROSE, N43.2 SC,Posición,PROVAAAA,Sistema global de coordenadas
BROSE_G44967_101_PROVAAAA, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,PROVAAAA,Sistema global de coordenadas
JOYSON_3118675_AB_1209394, N36.6_Posición,JOYSON, N36.6,Posición,1209394.0,Sistema global de coordenadas
JOYSON_3118675_AB_1209394, N36.7_Posición,JOYSON, N36.7,Posición,1209394.0,Sistema global de coordenadas
